ID_cliente,nome_cliente,sexo_biologico_cliente,idade_cliente,cidade_cliente,estado_cliente,regiao_cliente
27418,João Rocha,Masculino,23,Sumaré,São Paulo,Sudeste
27419,Antony Pimenta,Masculino,34,São Paulo,São Paulo,Sudeste
27420,Luiz Gustavo Silva,Masculino,26,Duque de Caxias,Rio de Janeiro,Sudeste
27421,Ana Liz Rocha,Feminino,36,Manaus,Amazonas,Norte
27422,Maysa Vieira,Feminino,48,Presidente Prudente,São Paulo,Sudeste
27423,Ana Vitória Ferreira,Feminino,45,Ipatinga,Minas Gerais,Sudeste
27424,Calebe Pinto,Masculino,28,Joinville,Santa Catarina,Sul
27425,Maria Helena Siqueira,Feminino,20,Guarulhos,São Paulo,Sudeste
27426,Hellena Casa Grande,Feminino,38,Rio de Janeiro,Rio de Janeiro,Sudeste
27427,Heloisa Araújo,Feminino,39,Itabuna,Bahia,Nordeste
27428,Lorena Mendonça,Feminino,52,Brasília,Distrito Federal,Centro-Oeste
27429,Samuel Cassiano,Masculino,37,Aracaju,Sergipe,Nordeste
27430,Lucca Silva,Masculino,51,Ananindeua,Pará,Norte
27431,Otto Barbosa,Masculino,33,São Paulo,São Paulo,Sudeste
27432,Caleb Fonseca,Masculino,55,Cariacica,Espírito Santo,Sudeste
27433,Luiz Felipe Rodrigues,Masculino,56,Recife,Pernambuco,Nordeste
27434,Heloísa da Conceição,Feminino,38,São Paulo,São Paulo,Sudeste
27435,Sofia Vasconcelos,Feminino,45,Ponta Grossa,Paraná,Sul
27436,João Vitor Borges,Masculino,38,Campinas,São Paulo,Sudeste
27437,Matteo Cardoso,Masculino,41,Niterói,Rio de Janeiro,Sudeste
27438,Antony Lopes,Masculino,39,Uberlândia,Minas Gerais,Sudeste
27439,Francisco Novaes,Masculino,23,São Paulo,São Paulo,Sudeste
27440,Thomas Borges,Masculino,25,São Luís,Maranhão,Nordeste
27441,Luna Silveira,Feminino,29,Salvador,Bahia,Nordeste
27442,Maria Luísa Gonçalves,Feminino,40,Uberaba,Minas Gerais,Sudeste
27443,Ana Júlia Ribeiro,Feminino,44,Belém,Pará,Norte
27444,Evelyn Alves,Feminino,41,Joinville,Santa Catarina,Sul
27445,Vitor Araújo,Masculino,49,Manaus,Amazonas,Norte
27446,Marcela Barros,Feminino,41,Santana de Parnaíba,São Paulo,Sudeste
27447,Vicente Cunha,Masculino,18,São Paulo,São Paulo,Sudeste
27448,Julia Costa,Feminino,59,Volta Redonda,Rio de Janeiro,Sudeste
27449,Kamilly Nunes,Feminino,29,Caruaru,Pernambuco,Nordeste
27450,Gustavo Jesus,Masculino,36,Teresina,Piauí,Nordeste
27451,Isadora Duarte,Feminino,49,Mogi das Cruzes,São Paulo,Sudeste
27452,Pedro Henrique Moura,Masculino,36,Vila Velha,Espírito Santo,Sudeste
27453,Bento Sales,Masculino,44,Goiânia,Goiás,Centro-Oeste
27454,Vicente Monteiro,Masculino,52,São José dos Pinhais,Paraná,Sul
27455,Pedro Miguel Pimenta,Masculino,48,Aparecida de Goiânia,Goiás,Centro-Oeste
27456,Isadora da Paz,Feminino,39,Curitiba,Paraná,Sul
27457,Raquel Casa Grande,Feminino,22,São Paulo,São Paulo,Sudeste
27458,Juan Sampaio,Masculino,34,Barueri,São Paulo,Sudeste
27459,José Pedro Brito,Masculino,34,São Paulo,São Paulo,Sudeste
27460,Mariana Martins,Feminino,50,São Paulo,São Paulo,Sudeste
27461,Mathias Casa Grande,Masculino,37,Rio de Janeiro,Rio de Janeiro,Sudeste
27462,Aylla Nascimento,Feminino,41,Itapevi,São Paulo,Sudeste
27463,Samuel Souza,Masculino,18,Feira de Santana,Bahia,Nordeste
27464,João Vitor da Costa,Masculino,47,Ipatinga,Minas Gerais,Sudeste
27465,Alícia Pinto,Feminino,46,Várzea Grande,Mato Grosso,Centro-Oeste
27466,Maria Luísa da Paz,Feminino,28,Parnaíba,Piauí,Nordeste
27467,Sara da Rosa,Feminino,43,Colombo,Paraná,Sul
27468,Davi Lucca Pereira,Masculino,28,Anápolis,Goiás,Centro-Oeste
27469,Guilherme Carvalho,Masculino,42,Teresópolis,Rio de Janeiro,Sudeste
27470,Matteo Moura,Masculino,45,São Paulo,São Paulo,Sudeste
27471,Isaac Siqueira,Masculino,41,Cascavel,Paraná,Sul
27472,Liz Moreira,Feminino,51,Feira de Santana,Bahia,Nordeste
27473,Rafaela Alves,Feminino,38,Nova Friburgo,Rio de Janeiro,Sudeste
27474,Erick Pacheco,Masculino,28,Alvorada,Rio Grande do Sul,Sul
27475,Lívia Caldeira,Feminino,39,Rio de Janeiro,Rio de Janeiro,Sudeste
27476,Mariah Rocha,Feminino,29,Toledo,Paraná,Sul
27477,Enzo Gabriel Novais,Masculino,39,Goiânia,Goiás,Centro-Oeste
27478,Asafe Novais,Masculino,18,São Paulo,São Paulo,Sudeste
27479,Leonardo Ferreira,Masculino,31,Sorocaba,São Paulo,Sudeste
27480,Julia Moura,Feminino,39,Itu,São Paulo,Sudeste
27481,Daniela Garcia,Feminino,31,São José,Santa Catarina,Sul
27482,Davi Miguel Macedo,Masculino,35,Carapicuíba,São Paulo,Sudeste
27483,Pietra Costela,Feminino,29,Itajaí,Santa Catarina,Sul
27484,Henry Gabriel Caldeira,Masculino,38,Sorocaba,São Paulo,Sudeste
27485,Ester Fernandes,Feminino,36,Ananindeua,Pará,Norte
27486,Vicente Brito,Masculino,28,Petrolina,Pernambuco,Nordeste
27487,Davi Lucca Rios,Masculino,23,Ananindeua,Pará,Norte
27488,Nina Gonçalves,Feminino,27,Porto Alegre,Rio Grande do Sul,Sul
27489,Nathan Câmara,Masculino,32,São Paulo,São Paulo,Sudeste
27490,Juliana Abreu,Feminino,18,Campinas,São Paulo,Sudeste
27491,Jade Caldeira,Feminino,43,Aparecida de Goiânia,Goiás,Centro-Oeste
27492,Melina Souza,Feminino,53,Sorocaba,São Paulo,Sudeste
27493,José da Luz,Masculino,51,Osasco,São Paulo,Sudeste
27494,Ravi Lucca Lima,Masculino,34,Contagem,Minas Gerais,Sudeste
27495,Luigi Silva,Masculino,48,Rio das Ostras,Rio de Janeiro,Sudeste
27496,Fernando Vargas,Masculino,41,Natal,Rio Grande do Norte,Nordeste
27497,Davi Lucca da Rosa,Masculino,27,São Carlos,São Paulo,Sudeste
27498,Maria Liz Pimenta,Feminino,19,Fortaleza,Ceará,Nordeste
27499,Murilo Moreira,Masculino,27,Divinópolis,Minas Gerais,Sudeste
27500,Lucas Teixeira,Masculino,31,Cariacica,Espírito Santo,Sudeste
27501,Bruna Jesus,Feminino,37,São Paulo,São Paulo,Sudeste
27502,Emanuelly Azevedo,Feminino,39,Nova Iguaçu,Rio de Janeiro,Sudeste
27503,Rhavi Freitas,Masculino,23,Macaé,Rio de Janeiro,Sudeste
27504,Ana Sophia Martins,Feminino,39,Juazeiro,Bahia,Nordeste
27505,Cauã da Cruz,Masculino,36,Porto Alegre,Rio Grande do Sul,Sul
27506,Maria Fernanda Sales,Feminino,36,Teresópolis,Rio de Janeiro,Sudeste
27507,Diego Pires,Masculino,36,São Paulo,São Paulo,Sudeste
27508,Letícia Duarte,Feminino,18,Valparaíso de Goiás,Goiás,Centro-Oeste
27509,José Pedro Ramos,Masculino,43,Maceió,Alagoas,Nordeste
27510,Rafael Alves,Masculino,51,São Paulo,São Paulo,Sudeste
27511,Lunna Abreu,Feminino,43,Niterói,Rio de Janeiro,Sudeste
27512,Alícia Fogaça,Feminino,60,São Paulo,São Paulo,Sudeste
27513,Maysa da Luz,Feminino,40,São Paulo,São Paulo,Sudeste
27514,Lucas Gabriel Santos,Masculino,37,Belém,Pará,Norte
27515,Valentina Aparecida,Feminino,33,Teresina,Piauí,Nordeste
27516,Ryan Leão,Masculino,50,Belo Horizonte,Minas Gerais,Sudeste
27517,Otto das Neves,Masculino,27,São Paulo,São Paulo,Sudeste
27518,Yasmin Marques,Feminino,49,Sobral,Ceará,Nordeste
27519,Valentim da Rosa,Masculino,27,São Paulo,São Paulo,Sudeste
27520,Bruna Câmara,Feminino,38,Guarulhos,São Paulo,Sudeste
27521,Yago Rios,Masculino,40,Guarulhos,São Paulo,Sudeste
27522,Josué Campos,Masculino,28,Rio de Janeiro,Rio de Janeiro,Sudeste
27523,Felipe Marques,Masculino,37,Dourados,Mato Grosso do Sul,Centro-Oeste
27524,Maya Aparecida,Feminino,42,Fortaleza,Ceará,Nordeste
27525,Sabrina Nascimento,Feminino,26,São Paulo,São Paulo,Sudeste
27526,Isaac Costa,Masculino,27,Aracaju,Sergipe,Nordeste
27527,Luiz Fernando Pereira,Masculino,58,Maceió,Alagoas,Nordeste
27528,Laura Nogueira,Feminino,43,Itajaí,Santa Catarina,Sul
27529,Felipe Porto,Masculino,43,Cuiabá,Mato Grosso,Centro-Oeste
27530,Davi Lucas da Cunha,Masculino,31,São Paulo,São Paulo,Sudeste
27531,Maria Cecília Cardoso,Feminino,39,Santos,São Paulo,Sudeste
27532,João Pedro Sá,Masculino,36,Olinda,Pernambuco,Nordeste
27533,Ágatha Nascimento,Feminino,26,Maceió,Alagoas,Nordeste
27534,Bárbara Gomes,Feminino,64,Mogi das Cruzes,São Paulo,Sudeste
27535,Anthony Gabriel Ribeiro,Masculino,40,Palhoça,Santa Catarina,Sul
27536,Esther Fonseca,Feminino,40,Diadema,São Paulo,Sudeste
27537,Josué das Neves,Masculino,40,Mogi das Cruzes,São Paulo,Sudeste
27538,Bianca Mendonça,Feminino,26,Araraquara,São Paulo,Sudeste
27539,Otávio Sampaio,Masculino,63,Araraquara,São Paulo,Sudeste
27540,Luiz Gustavo das Neves,Masculino,31,Cotia,São Paulo,Sudeste
27541,Maria Luísa Caldeira,Feminino,31,Juazeiro do Norte,Ceará,Nordeste
27542,Julia Brito,Feminino,41,Santo André,São Paulo,Sudeste
27543,Cauã Ramos,Masculino,30,Natal,Rio Grande do Norte,Nordeste
27544,Cauê Andrade,Masculino,35,Rio de Janeiro,Rio de Janeiro,Sudeste
27545,Carlos Eduardo da Rocha,Masculino,38,Manaus,Amazonas,Norte
27546,Nicole Câmara,Feminino,38,Belo Horizonte,Minas Gerais,Sudeste
27547,Anna Liz Pires,Feminino,34,Teresina,Piauí,Nordeste
27548,Eloá Oliveira,Feminino,27,Rio Branco,Acre,Norte
27549,Thiago Rezende,Masculino,44,Fortaleza,Ceará,Nordeste
27550,Isabela Dias,Feminino,49,Macaé,Rio de Janeiro,Sudeste
27551,Stephany da Cunha,Feminino,27,Porto Alegre,Rio Grande do Sul,Sul
27552,João Miguel Novais,Masculino,47,Vila Velha,Espírito Santo,Sudeste
27553,Anthony Rocha,Masculino,29,Belém,Pará,Norte
27554,Carlos Eduardo Carvalho,Masculino,41,Salvador,Bahia,Nordeste
27555,Raul Melo,Masculino,39,São Paulo,São Paulo,Sudeste
27556,Brayan Carvalho,Masculino,44,Sobral,Ceará,Nordeste
27557,Pedro Miguel Mendonça,Masculino,23,Arapiraca,Alagoas,Nordeste
27558,Bella Duarte,Feminino,39,Parauapebas,Pará,Norte
27559,Maria Isis Ramos,Feminino,32,Paulista,Pernambuco,Nordeste
27560,Theodoro Fernandes,Masculino,45,Hortolândia,São Paulo,Sudeste
27561,Evelyn Pereira,Feminino,41,Itajaí,Santa Catarina,Sul
27562,André Pastor,Masculino,39,Macaé,Rio de Janeiro,Sudeste
27563,Calebe Rodrigues,Masculino,29,Brasília,Distrito Federal,Centro-Oeste
27564,Milena da Paz,Feminino,42,Porto Alegre,Rio Grande do Sul,Sul
27565,João Gabriel Mendonça,Masculino,28,Maceió,Alagoas,Nordeste
27566,Isis Albuquerque,Feminino,22,Santa Bárbara d'Oeste,São Paulo,Sudeste
27567,Vinicius Abreu,Masculino,30,São José,Santa Catarina,Sul
27568,Gael Alves,Masculino,31,Guarulhos,São Paulo,Sudeste
27569,Zoe Peixoto,Feminino,32,Campo Grande,Mato Grosso do Sul,Centro-Oeste
27570,Eduarda Cavalcante,Feminino,36,São José,Santa Catarina,Sul
27571,Augusto Guerra,Masculino,36,Canoas,Rio Grande do Sul,Sul
27572,Joana Brito,Feminino,39,Caucaia,Ceará,Nordeste
27573,Maria Julia Duarte,Feminino,36,Macapá,Amapá,Norte
27574,Laís Andrade,Feminino,28,Pindamonhangaba,São Paulo,Sudeste
27575,Daniela Sales,Feminino,43,São Paulo,São Paulo,Sudeste
27576,Joaquim Martins,Masculino,29,Jacareí,São Paulo,Sudeste
27577,Mariah da Cunha,Feminino,37,Francisco Morato,São Paulo,Sudeste
27578,Luna Cardoso,Feminino,46,Goiânia,Goiás,Centro-Oeste
27579,Maria Vitória Porto,Feminino,32,Rio de Janeiro,Rio de Janeiro,Sudeste
27580,Luiza Novais,Feminino,25,Macapá,Amapá,Norte
27581,Milena Cardoso,Feminino,24,Cotia,São Paulo,Sudeste
27582,Valentina Albuquerque,Feminino,28,Manaus,Amazonas,Norte
27583,Enzo Gabriel da Costa,Masculino,25,Fortaleza,Ceará,Nordeste
27584,Yan Gomes,Masculino,47,São Paulo,São Paulo,Sudeste
27585,Liam Leão,Masculino,34,Hortolândia,São Paulo,Sudeste
27586,Felipe Jesus,Masculino,56,Gravataí,Rio Grande do Sul,Sul
27587,Augusto Albuquerque,Masculino,35,Curitiba,Paraná,Sul
27588,Alexia Fonseca,Feminino,18,Maceió,Alagoas,Nordeste
27589,Yago Alves,Masculino,37,São Bernardo do Campo,São Paulo,Sudeste
27590,Bárbara Moura,Feminino,34,Itaquaquecetuba,São Paulo,Sudeste
27591,Sophia Albuquerque,Feminino,43,Araguaína,Tocantins,Norte
27592,André Sampaio,Masculino,18,Poços de Caldas,Minas Gerais,Sudeste
27593,Isadora Abreu,Feminino,33,Indaiatuba,São Paulo,Sudeste
27594,Agatha Farias,Feminino,34,Itaquaquecetuba,São Paulo,Sudeste
27595,Evelyn Marques,Feminino,41,Salvador,Bahia,Nordeste
27596,Zoe Cassiano,Feminino,30,Brasília,Distrito Federal,Centro-Oeste
27597,Yago Gonçalves,Masculino,32,São João de Meriti,Rio de Janeiro,Sudeste
27598,Valentina Sousa,Feminino,43,Porto Alegre,Rio Grande do Sul,Sul
27599,Rhavi Pires,Masculino,21,Rio Claro,São Paulo,Sudeste
27600,Enrico Viana,Masculino,33,Porto Alegre,Rio Grande do Sul,Sul
27601,Eduardo Aragão,Masculino,18,São Paulo,São Paulo,Sudeste
27602,Esther Albuquerque,Feminino,50,Ibirité,Minas Gerais,Sudeste
27603,Rafael Barbosa,Masculino,35,São Paulo,São Paulo,Sudeste
27604,Ana Liz Nogueira,Feminino,28,Volta Redonda,Rio de Janeiro,Sudeste
27605,Ana Luiza Teixeira,Feminino,43,Porto Alegre,Rio Grande do Sul,Sul
27606,Mariana Oliveira,Feminino,38,Viamão,Rio Grande do Sul,Sul
27607,Enzo Gabriel Cavalcante,Masculino,26,Brasília,Distrito Federal,Centro-Oeste
27608,Gabrielly Santos,Feminino,44,São Paulo,São Paulo,Sudeste
27609,Nina Garcia,Feminino,41,Itaboraí,Rio de Janeiro,Sudeste
27610,Maria Júlia Cavalcante,Feminino,44,São Paulo,São Paulo,Sudeste
27611,Brenda Fonseca,Feminino,33,Rio Verde,Goiás,Centro-Oeste
27612,Juliana Azevedo,Feminino,41,São Paulo,São Paulo,Sudeste
27613,Marcela Sampaio,Feminino,54,Caruaru,Pernambuco,Nordeste
27614,Bernardo Pacheco,Masculino,50,Franca,São Paulo,Sudeste
27615,Bento Machado,Masculino,42,São Bernardo do Campo,São Paulo,Sudeste
27616,Agatha Vasconcelos,Feminino,23,Hortolândia,São Paulo,Sudeste
27617,Davi Lucas Marques,Masculino,40,São Paulo,São Paulo,Sudeste
27618,Catarina Pinto,Feminino,46,Manaus,Amazonas,Norte
27619,Eloah Sales,Feminino,46,Goiânia,Goiás,Centro-Oeste
27620,Lorena Cassiano,Feminino,37,São Paulo,São Paulo,Sudeste
27621,Nicolas Cunha,Masculino,42,Goiânia,Goiás,Centro-Oeste
27622,Lívia Nascimento,Feminino,24,São Paulo,São Paulo,Sudeste
27623,Isabela das Neves,Feminino,38,São Paulo,São Paulo,Sudeste
27624,Enzo Santos,Masculino,20,Guarulhos,São Paulo,Sudeste
27625,Mathias Costa,Masculino,46,São Paulo,São Paulo,Sudeste
27626,Ágatha Mendonça,Feminino,44,São Carlos,São Paulo,Sudeste
27627,Juliana Pimenta,Feminino,43,Mauá,São Paulo,Sudeste
27628,Luna Ferreira,Feminino,39,Sorocaba,São Paulo,Sudeste
27629,Aurora Aragão,Feminino,49,Belo Horizonte,Minas Gerais,Sudeste
27630,Diego Vargas,Masculino,34,Petrolina,Pernambuco,Nordeste
27631,Heloísa da Costa,Feminino,33,Nossa Senhora do Socorro,Sergipe,Nordeste
27632,Maria Cecília Fonseca,Feminino,43,Santo André,São Paulo,Sudeste
27633,Valentina Montenegro,Feminino,23,Macapá,Amapá,Norte
27634,Luiz Fernando Marques,Masculino,38,São Paulo,São Paulo,Sudeste
27635,Clarice Moraes,Feminino,33,Florianópolis,Santa Catarina,Sul
27636,Henry da Luz,Masculino,37,Osasco,São Paulo,Sudeste
27637,Maria Liz Rezende,Feminino,41,Campinas,São Paulo,Sudeste
27638,Helena Ramos,Feminino,31,Blumenau,Santa Catarina,Sul
27639,Stella Pereira,Feminino,58,Porto Velho,Rondônia,Norte
27640,Calebe Lopes,Masculino,41,Parnamirim,Rio Grande do Norte,Nordeste
27641,Bruno Ribeiro,Masculino,36,Vila Velha,Espírito Santo,Sudeste
27642,Apollo Ferreira,Masculino,53,Santa Maria,Rio Grande do Sul,Sul
27643,Lorenzo Novais,Masculino,38,Curitiba,Paraná,Sul
27644,Ryan Fonseca,Masculino,26,Teresina,Piauí,Nordeste
27645,Gustavo Henrique Almeida,Masculino,39,Santa Bárbara d'Oeste,São Paulo,Sudeste
27646,Clarice Pastor,Feminino,26,Rio de Janeiro,Rio de Janeiro,Sudeste
27647,Nicolas Borges,Masculino,30,São Luís,Maranhão,Nordeste
27648,Júlia Silveira,Feminino,31,Franca,São Paulo,Sudeste
27649,Benjamin Vieira,Masculino,20,Presidente Prudente,São Paulo,Sudeste
27650,Letícia Azevedo,Feminino,38,São Paulo,São Paulo,Sudeste
27651,Paulo Martins,Masculino,31,Campinas,São Paulo,Sudeste
27652,Luan Pires,Masculino,40,Salvador,Bahia,Nordeste
27653,Emanuel Rezende,Masculino,21,São Paulo,São Paulo,Sudeste
27654,Asafe Cirino,Masculino,36,Juiz de Fora,Minas Gerais,Sudeste
27655,Nicole Peixoto,Feminino,29,Ponta Grossa,Paraná,Sul
27656,Thomas Pimenta,Masculino,35,Ananindeua,Pará,Norte
27657,Aylla da Mota,Feminino,24,Fortaleza,Ceará,Nordeste
27658,Luísa da Luz,Feminino,53,Senador Canedo,Goiás,Centro-Oeste
27659,Ágatha Barros,Feminino,39,São José do Rio Preto,São Paulo,Sudeste
27660,Brayan Novais,Masculino,37,Jaraguá do Sul,Santa Catarina,Sul
27661,Dante Melo,Masculino,37,Olinda,Pernambuco,Nordeste
27662,Elisa Moraes,Feminino,28,Juazeiro do Norte,Ceará,Nordeste
27663,Lara Fernandes,Feminino,25,Cuiabá,Mato Grosso,Centro-Oeste
27664,Stella da Rosa,Feminino,43,Luziânia,Goiás,Centro-Oeste
27665,Vitor Gabriel Sousa,Masculino,23,Belém,Pará,Norte
27666,Rafaela da Mata,Feminino,50,Rio de Janeiro,Rio de Janeiro,Sudeste
27667,Jade Aparecida,Feminino,53,São Paulo,São Paulo,Sudeste
27668,Augusto Oliveira,Masculino,33,Manaus,Amazonas,Norte
27669,Emanuella Leão,Feminino,43,Guarapuava,Paraná,Sul
27670,Francisco Novaes,Masculino,36,Goiânia,Goiás,Centro-Oeste
27671,Valentim Gonçalves,Masculino,36,Piracicaba,São Paulo,Sudeste
27672,Luiz Felipe Sousa,Masculino,40,Ananindeua,Pará,Norte
27673,Ágatha Almeida,Feminino,50,Pelotas,Rio Grande do Sul,Sul
27674,Thales Ribeiro,Masculino,27,São Luís,Maranhão,Nordeste
27675,Francisco Almeida,Masculino,43,Guarujá,São Paulo,Sudeste
27676,Benjamin Novais,Masculino,39,Embu das Artes,São Paulo,Sudeste
27677,Antônio Fogaça,Masculino,33,Palhoça,Santa Catarina,Sul
27678,Rafael Almeida,Masculino,29,São Paulo,São Paulo,Sudeste
27679,Bruno Nunes,Masculino,32,Londrina,Paraná,Sul
27680,Theo da Paz,Masculino,24,Fortaleza,Ceará,Nordeste
27681,Gustavo Henrique Teixeira,Masculino,26,Juiz de Fora,Minas Gerais,Sudeste
27682,Lorenzo Machado,Masculino,18,Rio de Janeiro,Rio de Janeiro,Sudeste
27683,Lorenzo Rodrigues,Masculino,49,Castanhal,Pará,Norte
27684,Clara Ribeiro,Feminino,25,São Paulo,São Paulo,Sudeste
27685,Carolina Farias,Feminino,33,Rio de Janeiro,Rio de Janeiro,Sudeste
27686,Manuella Sampaio,Feminino,44,Lages,Santa Catarina,Sul
27687,Marcelo Porto,Masculino,21,Belo Horizonte,Minas Gerais,Sudeste
27688,Mariah Montenegro,Feminino,21,Sorocaba,São Paulo,Sudeste
27689,Apollo Sampaio,Masculino,29,Cabo Frio,Rio de Janeiro,Sudeste
27690,Yan da Mata,Masculino,35,Vitória,Espírito Santo,Sudeste
27691,Otávio Peixoto,Masculino,32,Ananindeua,Pará,Norte
27692,Anthony Gabriel Abreu,Masculino,65,Mogi das Cruzes,São Paulo,Sudeste
27693,Cauã Fernandes,Masculino,34,Petrolina,Pernambuco,Nordeste
27694,Brenda Cardoso,Feminino,38,Manaus,Amazonas,Norte
27695,Heitor Garcia,Masculino,18,Abaetetuba,Pará,Norte
27696,Daniela da Mata,Feminino,31,Belo Horizonte,Minas Gerais,Sudeste
27697,Ester da Rocha,Feminino,32,Valparaíso de Goiás,Goiás,Centro-Oeste
27698,João Pedro Viana,Masculino,29,Nossa Senhora do Socorro,Sergipe,Nordeste
27699,Rodrigo Rocha,Masculino,55,Santa Luzia,Minas Gerais,Sudeste
27700,Arthur Miguel Abreu,Masculino,48,Luziânia,Goiás,Centro-Oeste
27701,Catarina Ferreira,Feminino,18,Recife,Pernambuco,Nordeste
27702,Danilo Oliveira,Masculino,48,Itaquaquecetuba,São Paulo,Sudeste
27703,Asafe Gonçalves,Masculino,31,São Paulo,São Paulo,Sudeste
27704,Melissa Carvalho,Feminino,42,Juiz de Fora,Minas Gerais,Sudeste
27705,Lorena Sales,Feminino,20,São Luís,Maranhão,Nordeste
27706,João Felipe Vasconcelos,Masculino,25,Campo Grande,Mato Grosso do Sul,Centro-Oeste
27707,Otávio Aragão,Masculino,56,São Paulo,São Paulo,Sudeste
27708,Luiz Miguel Melo,Masculino,39,São Paulo,São Paulo,Sudeste
27709,Ryan Castro,Masculino,18,São Paulo,São Paulo,Sudeste
27710,João Pedro Nascimento,Masculino,64,Belo Horizonte,Minas Gerais,Sudeste
27711,Pietra Mendonça,Feminino,31,Goiânia,Goiás,Centro-Oeste
27712,João Pedro Marques,Masculino,39,Recife,Pernambuco,Nordeste
27713,Matheus da Cruz,Masculino,38,Belém,Pará,Norte
27714,Benjamim Rodrigues,Masculino,46,Santo André,São Paulo,Sudeste
27715,Vitor Cunha,Masculino,28,Belo Horizonte,Minas Gerais,Sudeste
27716,Lívia Macedo,Feminino,31,Belo Horizonte,Minas Gerais,Sudeste
27717,Caroline Rios,Feminino,55,São Paulo,São Paulo,Sudeste
27718,Zoe Pereira,Feminino,37,Rio de Janeiro,Rio de Janeiro,Sudeste
27719,Arthur Pinto,Masculino,29,Santos,São Paulo,Sudeste
27720,Aylla Viana,Feminino,33,Porto Alegre,Rio Grande do Sul,Sul
27721,Benjamin Andrade,Masculino,39,Cotia,São Paulo,Sudeste
27722,Maria Vitória da Cruz,Feminino,29,Dourados,Mato Grosso do Sul,Centro-Oeste
27723,João Felipe Ramos,Masculino,50,Valparaíso de Goiás,Goiás,Centro-Oeste
27724,Natália das Neves,Feminino,29,Ribeirão Preto,São Paulo,Sudeste
27725,Anna Liz Montenegro,Feminino,34,Uberaba,Minas Gerais,Sudeste
27726,Anthony Gabriel da Luz,Masculino,33,Manaus,Amazonas,Norte
27727,Catarina Aparecida,Feminino,33,São Paulo,São Paulo,Sudeste
27728,Daniela Castro,Feminino,28,Praia Grande,São Paulo,Sudeste
27729,Evelyn Albuquerque,Feminino,40,Salvador,Bahia,Nordeste
27730,Levi Vasconcelos,Masculino,35,São Paulo,São Paulo,Sudeste
27731,Pietra Ferreira,Feminino,37,Camaçari,Bahia,Nordeste
27732,Mirella da Cruz,Feminino,52,Araguaína,Tocantins,Norte
27733,Hadassa Vasconcelos,Feminino,21,São José dos Campos,São Paulo,Sudeste
27734,Pedro Novais,Masculino,29,Cariacica,Espírito Santo,Sudeste
27735,Ester Montenegro,Feminino,45,São Paulo,São Paulo,Sudeste
27736,Pietra Garcia,Feminino,34,Curitiba,Paraná,Sul
27737,Manuella Machado,Feminino,37,Itu,São Paulo,Sudeste
27738,Maria Cecília Siqueira,Feminino,30,Serra,Espírito Santo,Sudeste
27739,Luiz Henrique Ferreira,Masculino,28,Atibaia,São Paulo,Sudeste
27740,Davi Miguel Farias,Masculino,28,Ribeirão das Neves,Minas Gerais,Sudeste
27741,Thomas Jesus,Masculino,38,São Gonçalo,Rio de Janeiro,Sudeste
27742,Luna Gomes,Feminino,60,Campina Grande,Paraíba,Nordeste
27743,Ágatha Fonseca,Feminino,49,Canoas,Rio Grande do Sul,Sul
27744,Apollo Silveira,Masculino,33,Recife,Pernambuco,Nordeste
27745,Paulo Teixeira,Masculino,18,Fortaleza,Ceará,Nordeste
27746,Maria Isis da Mata,Feminino,47,Recife,Pernambuco,Nordeste
27747,Sarah Mendes,Feminino,38,João Pessoa,Paraíba,Nordeste
27748,Valentina Cavalcante,Feminino,58,Curitiba,Paraná,Sul
27749,Maria Liz das Neves,Feminino,40,Governador Valadares,Minas Gerais,Sudeste
27750,Sophia Melo,Feminino,34,Caucaia,Ceará,Nordeste
27751,Daniel Câmara,Masculino,32,Ribeirão Preto,São Paulo,Sudeste
27752,Augusto Aragão,Masculino,23,Porto Alegre,Rio Grande do Sul,Sul
27753,Benjamim Cavalcanti,Masculino,35,Itu,São Paulo,Sudeste
27754,Manuela Fogaça,Feminino,45,São Paulo,São Paulo,Sudeste
27755,Joana Guerra,Feminino,18,São Paulo,São Paulo,Sudeste
27756,João Fernandes,Masculino,54,Guarulhos,São Paulo,Sudeste
27757,Josué da Costa,Masculino,21,Brasília,Distrito Federal,Centro-Oeste
27758,João Pedro Macedo,Masculino,29,Maringá,Paraná,Sul
27759,Sophia Ferreira,Feminino,39,Porto Seguro,Bahia,Nordeste
27760,Catarina Pacheco,Feminino,21,Rondonópolis,Mato Grosso,Centro-Oeste
27761,João Porto,Masculino,34,Ribeirão Preto,São Paulo,Sudeste
27762,Sophia da Paz,Feminino,37,Teresina,Piauí,Nordeste
27763,João Pedro Marques,Masculino,39,Porto Velho,Rondônia,Norte
27764,Alana da Paz,Feminino,31,Niterói,Rio de Janeiro,Sudeste
27765,Bárbara Sales,Feminino,24,Belford Roxo,Rio de Janeiro,Sudeste
27766,Luana Freitas,Feminino,50,São Paulo,São Paulo,Sudeste
27767,Arthur Miguel Farias,Masculino,40,São Paulo,São Paulo,Sudeste
27768,Matheus Cunha,Masculino,39,São Paulo,São Paulo,Sudeste
27769,Fernanda Mendes,Feminino,30,Fortaleza,Ceará,Nordeste
27770,Ana Cecília Lima,Feminino,43,Maceió,Alagoas,Nordeste
27771,Lívia Rezende,Feminino,22,Brasília,Distrito Federal,Centro-Oeste
27772,Cauê Azevedo,Masculino,54,Juazeiro do Norte,Ceará,Nordeste
27773,Stephany Caldeira,Feminino,30,Rio de Janeiro,Rio de Janeiro,Sudeste
